week,week_start,specialty,clinic_id,providers,booked_slots,effective_capacity,demand,utilisation,avg_wait_days,no_show_rate,cancel_rate,appt_minutes
53,2026-03-09,Gastroenterology,CLN-03,1,41.9,38.5,23.9,0.6218,3.08,0.1207,0.0947,35
54,2026-03-16,Gastroenterology,CLN-03,1,38.3,35.6,24.2,0.6788,4.37,0.1029,0.083,35
55,2026-03-23,Gastroenterology,CLN-03,1,37.9,35.0,25.2,0.7213,6.52,0.1274,0.0706,35
56,2026-03-30,Gastroenterology,CLN-03,1,39.9,36.4,25.1,0.6879,4.66,0.1412,0.0862,35
57,2026-04-06,Gastroenterology,CLN-03,1,39.6,36.3,22.7,0.6259,1.0,0.1287,0.0901,35
58,2026-04-13,Gastroenterology,CLN-03,1,42.2,38.6,26.1,0.6761,2.6,0.1466,0.072,35
59,2026-04-20,Gastroenterology,CLN-03,1,40.0,36.6,26.3,0.7194,1.0,0.1299,0.0913,35
60,2026-04-27,Gastroenterology,CLN-03,1,42.0,39.0,26.2,0.672,1.61,0.1081,0.0832,35
61,2026-05-04,Gastroenterology,CLN-03,1,43.5,40.1,24.5,0.61,1.0,0.1129,0.0944,35
62,2026-05-11,Gastroenterology,CLN-03,1,41.1,38.3,24.8,0.648,5.89,0.1002,0.0769,35
63,2026-05-18,Gastroenterology,CLN-03,1,35.2,32.6,26.7,0.8195,9.59,0.1064,0.0899,35
64,2026-05-25,Gastroenterology,CLN-03,1,41.6,38.7,28.5,0.7366,3.97,0.0873,0.1013,35
65,2026-06-01,Gastroenterology,CLN-03,1,40.5,37.4,22.4,0.5982,2.25,0.1174,0.0799,35
66,2026-06-08,Gastroenterology,CLN-03,1,37.5,34.1,26.7,0.7805,5.0,0.1354,0.1039,35
67,2026-06-15,Gastroenterology,CLN-03,1,38.2,34.8,30.4,0.8761,8.78,0.146,0.0907,35
68,2026-06-22,Gastroenterology,CLN-03,1,39.6,37.0,27.1,0.733,1.0,0.1041,0.0672,35
69,2026-06-29,Gastroenterology,CLN-03,1,36.2,33.8,26.8,0.7921,5.55,0.1067,0.0636,35
70,2026-07-06,Gastroenterology,CLN-03,1,38.4,35.2,27.6,0.7845,5.86,0.125,0.0975,35
71,2026-07-13,Gastroenterology,CLN-03,1,36.6,33.7,24.4,0.7256,6.66,0.1298,0.0757,35
72,2026-07-20,Gastroenterology,CLN-03,1,42.2,39.9,26.9,0.6755,4.82,0.0731,0.0831,35
73,2026-07-27,Gastroenterology,CLN-03,1,41.1,37.5,28.0,0.7475,1.0,0.1311,0.1067,35
74,2026-08-03,Gastroenterology,CLN-03,1,40.3,37.0,30.9,0.8334,7.57,0.1326,0.0756,35
75,2026-08-10,Gastroenterology,CLN-03,1,38.9,36.2,32.2,0.8911,11.8,0.1126,0.0745,35
76,2026-08-17,Gastroenterology,CLN-03,1,37.7,34.5,27.3,0.7933,6.13,0.1446,0.078,35
77,2026-08-24,Gastroenterology,CLN-03,1,40.9,36.9,28.7,0.7774,1.93,0.1523,0.1013,35
0,2025-03-03,Gastroenterology,CLN-04,3,131.3,118.8,56.4,0.4752,1.25,0.1615,0.08,35
1,2025-03-10,Gastroenterology,CLN-04,3,113.5,104.1,51.0,0.4894,1.0,0.1371,0.0742,35
2,2025-03-17,Gastroenterology,CLN-04,3,120.0,110.6,63.3,0.572,2.36,0.1118,0.0999,35
3,2025-03-24,Gastroenterology,CLN-04,3,118.5,110.0,65.9,0.599,2.78,0.1077,0.0838,35
4,2025-03-31,Gastroenterology,CLN-04,3,112.5,103.4,57.0,0.5511,1.0,0.1377,0.0672,35
5,2025-04-07,Gastroenterology,CLN-04,3,112.9,102.6,59.0,0.5749,1.66,0.1441,0.0952,35
6,2025-04-14,Gastroenterology,CLN-04,3,117.2,107.0,48.3,0.4515,1.0,0.1388,0.0883,35
7,2025-04-21,Gastroenterology,CLN-04,3,119.8,110.6,58.9,0.5324,1.0,0.124,0.0741,35
8,2025-04-28,Gastroenterology,CLN-04,3,129.1,118.7,57.5,0.4841,3.1,0.1251,0.0856,35
9,2025-05-05,Gastroenterology,CLN-04,3,111.9,102.2,69.6,0.6807,1.79,0.1236,0.1098,35
10,2025-05-12,Gastroenterology,CLN-04,3,122.8,110.4,47.1,0.4268,3.17,0.162,0.1021,35
11,2025-05-19,Gastroenterology,CLN-04,3,123.6,111.9,48.5,0.4333,1.0,0.1545,0.0877,35
12,2025-05-26,Gastroenterology,CLN-04,3,119.6,109.8,61.3,0.5582,1.0,0.132,0.0805,35
13,2025-06-02,Gastroenterology,CLN-04,3,124.6,114.4,58.2,0.5093,1.0,0.1179,0.1053,35
14,2025-06-09,Gastroenterology,CLN-04,3,125.8,114.2,54.6,0.4783,1.47,0.1486,0.0894,35
15,2025-06-16,Gastroenterology,CLN-04,3,113.8,105.0,54.4,0.5177,1.44,0.1281,0.0702,35
16,2025-06-23,Gastroenterology,CLN-04,3,127.4,116.2,61.9,0.5326,5.09,0.145,0.0804,35
17,2025-06-30,Gastroenterology,CLN-04,3,123.7,112.3,51.4,0.4573,1.0,0.1297,0.1209,35
18,2025-07-07,Gastroenterology,CLN-04,3,125.4,115.0,64.7,0.5629,1.0,0.1438,0.0659,35
19,2025-07-14,Gastroenterology,CLN-04,3,111.0,102.1,59.8,0.5857,3.13,0.1209,0.0926,35
20,2025-07-21,Gastroenterology,CLN-04,3,121.2,114.5,62.6,0.547,2.63,0.09,0.0543,35
21,2025-07-28,Gastroenterology,CLN-04,3,117.7,109.2,64.8,0.5936,1.53,0.1095,0.0846,35
22,2025-08-04,Gastroenterology,CLN-04,3,117.5,109.3,68.0,0.6219,1.0,0.109,0.0753,35
23,2025-08-11,Gastroenterology,CLN-04,3,125.7,116.1,67.0,0.5771,1.0,0.1244,0.074,35
24,2025-08-18,Gastroenterology,CLN-04,3,122.8,114.9,48.2,0.4199,1.88,0.0972,0.073,35
25,2025-08-25,Gastroenterology,CLN-04,3,117.0,107.6,68.6,0.6377,1.0,0.1263,0.0842,35
26,2025-09-01,Gastroenterology,CLN-04,3,136.4,124.3,63.6,0.5117,1.0,0.1394,0.0924,35
27,2025-09-08,Gastroenterology,CLN-04,3,119.2,110.0,57.2,0.5197,4.73,0.1198,0.0823,35
28,2025-09-15,Gastroenterology,CLN-04,3,120.5,110.0,59.3,0.5395,4.13,0.1264,0.1084,35
29,2025-09-22,Gastroenterology,CLN-04,3,123.6,111.7,58.2,0.5207,1.0,0.1622,0.081,35
30,2025-09-29,Gastroenterology,CLN-04,3,117.3,106.4,68.0,0.6398,1.0,0.1528,0.0882,35
31,2025-10-06,Gastroenterology,CLN-04,3,116.5,106.5,61.5,0.5772,3.08,0.1403,0.0784,35
32,2025-10-13,Gastroenterology,CLN-04,3,119.5,109.8,64.7,0.5894,1.44,0.1333,0.0771,35
33,2025-10-20,Gastroenterology,CLN-04,3,113.0,105.2,66.2,0.6299,1.0,0.0902,0.1022,35
34,2025-10-27,Gastroenterology,CLN-04,3,115.8,104.8,63.7,0.6081,1.84,0.1518,0.0968,35
35,2025-11-03,Gastroenterology,CLN-04,3,123.4,112.2,55.7,0.4967,3.59,0.1432,0.0922,35
36,2025-11-10,Gastroenterology,CLN-04,3,115.7,106.8,53.3,0.4988,1.0,0.1225,0.0781,35
37,2025-11-17,Gastroenterology,CLN-04,3,124.8,114.6,62.1,0.542,1.0,0.1246,0.0926,35
38,2025-11-24,Gastroenterology,CLN-04,3,117.6,110.0,59.1,0.5369,1.0,0.0958,0.078,35
39,2025-12-01,Gastroenterology,CLN-04,3,123.4,111.5,57.9,0.5189,1.0,0.1384,0.1208,35
40,2025-12-08,Gastroenterology,CLN-04,3,109.3,101.3,53.6,0.5286,2.63,0.1052,0.0915,35
41,2025-12-15,Gastroenterology,CLN-04,3,121.1,111.9,57.8,0.5164,3.02,0.1181,0.0804,35
42,2025-12-22,Gastroenterology,CLN-04,3,114.7,104.7,50.6,0.4826,1.0,0.1317,0.0976,35
43,2025-12-29,Gastroenterology,CLN-04,3,123.3,112.9,56.4,0.4994,1.78,0.1171,0.1145,35
44,2026-01-05,Gastroenterology,CLN-04,3,111.6,103.8,57.8,0.5565,1.69,0.0937,0.0981,35
45,2026-01-12,Gastroenterology,CLN-04,3,114.4,105.7,48.0,0.4538,1.0,0.1059,0.0998,35
46,2026-01-19,Gastroenterology,CLN-04,3,116.7,108.3,63.1,0.5825,2.2,0.124,0.0597,35
47,2026-01-26,Gastroenterology,CLN-04,3,109.1,100.7,54.1,0.5376,2.86,0.1282,0.0707,35
48,2026-02-02,Gastroenterology,CLN-04,3,112.3,103.5,55.6,0.5375,1.0,0.1222,0.0822,35
49,2026-02-09,Gastroenterology,CLN-04,3,109.6,101.5,60.1,0.5917,3.23,0.1209,0.0702,35
50,2026-02-16,Gastroenterology,CLN-04,3,121.2,113.0,51.8,0.4579,2.66,0.118,0.05,35
51,2026-02-23,Gastroenterology,CLN-04,3,122.8,111.6,53.0,0.4744,2.04,0.1336,0.1108,35
52,2026-03-02,Gastroenterology,CLN-04,3,116.1,108.0,50.5,0.4676,4.03,0.0974,0.0938,35
53,2026-03-09,Gastroenterology,CLN-04,3,110.6,100.1,59.8,0.5979,1.0,0.1603,0.0832,35
54,2026-03-16,Gastroenterology,CLN-04,3,116.8,107.5,55.5,0.5162,2.25,0.122,0.0873,35
55,2026-03-23,Gastroenterology,CLN-04,3,114.7,106.3,57.4,0.5395,4.86,0.1158,0.0749,35
56,2026-03-30,Gastroenterology,CLN-04,3,121.0,109.3,58.5,0.5352,1.0,0.1621,0.0859,35
57,2026-04-06,Gastroenterology,CLN-04,3,122.4,112.3,62.0,0.5519,4.38,0.1332,0.0806,35
58,2026-04-13,Gastroenterology,CLN-04,3,120.8,109.4,57.3,0.5239,1.55,0.1386,0.1155,35
59,2026-04-20,Gastroenterology,CLN-04,3,125.8,117.8,69.7,0.5915,1.85,0.109,0.0542,35
60,2026-04-27,Gastroenterology,CLN-04,3,118.7,108.5,50.3,0.4634,1.27,0.1303,0.0973,35
61,2026-05-04,Gastroenterology,CLN-04,3,122.8,112.4,63.8,0.5675,1.0,0.1185,0.1097,35
62,2026-05-11,Gastroenterology,CLN-04,3,114.9,105.6,57.2,0.5421,3.43,0.1299,0.0811,35
63,2026-05-18,Gastroenterology,CLN-04,3,122.2,112.7,65.3,0.5789,1.0,0.1175,0.0882,35
64,2026-05-25,Gastroenterology,CLN-04,3,117.2,106.0,68.4,0.6454,3.67,0.1565,0.0912,35
65,2026-06-01,Gastroenterology,CLN-04,3,118.0,107.5,61.7,0.5744,1.0,0.1305,0.1068,35
66,2026-06-08,Gastroenterology,CLN-04,3,116.8,107.1,72.9,0.681,5.45,0.1396,0.0723,35
67,2026-06-15,Gastroenterology,CLN-04,3,131.0,119.6,60.5,0.5061,1.0,0.1282,0.1046,35
68,2026-06-22,Gastroenterology,CLN-04,3,109.3,100.9,61.2,0.6069,1.42,0.1272,0.0704,35
69,2026-06-29,Gastroenterology,CLN-04,3,124.6,114.8,58.8,0.5121,1.95,0.1271,0.076,35
70,2026-07-06,Gastroenterology,CLN-04,3,114.3,104.9,61.5,0.5866,1.0,0.1257,0.092,35
71,2026-07-13,Gastroenterology,CLN-04,3,114.1,102.9,68.7,0.6681,1.0,0.1495,0.1095,35
72,2026-07-20,Gastroenterology,CLN-04,3,114.9,105.1,61.1,0.5815,2.03,0.1346,0.0871,35
73,2026-07-27,Gastroenterology,CLN-04,3,112.2,102.9,59.6,0.5792,2.57,0.1265,0.0939,35
74,2026-08-03,Gastroenterology,CLN-04,3,120.1,111.5,62.6,0.5617,3.38,0.1068,0.0841,35
75,2026-08-10,Gastroenterology,CLN-04,3,123.8,115.1,68.7,0.5972,1.0,0.1121,0.071,35
76,2026-08-17,Gastroenterology,CLN-04,3,117.9,108.2,69.6,0.6428,2.45,0.1298,0.0845,35
77,2026-08-24,Gastroenterology,CLN-04,3,123.9,110.1,59.9,0.5443,2.36,0.1804,0.1099,35
0,2025-03-03,Neurology,CLN-03,3,101.1,92.7,66.0,0.7122,6.54,0.1314,0.085,45
1,2025-03-10,Neurology,CLN-03,3,102.3,92.8,67.5,0.7272,6.6,0.1676,0.064,45
2,2025-03-17,Neurology,CLN-03,3,104.2,95.2,64.0,0.6729,6.3,0.1389,0.0881,45
3,2025-03-24,Neurology,CLN-03,3,101.8,93.1,70.9,0.7608,5.62,0.1411,0.0787,45
4,2025-03-31,Neurology,CLN-03,3,106.4,97.9,68.8,0.7029,2.86,0.1335,0.0717,45
5,2025-04-07,Neurology,CLN-03,3,95.5,87.1,55.6,0.6381,4.15,0.1438,0.0834,45
6,2025-04-14,Neurology,CLN-03,3,105.5,96.5,71.2,0.7383,3.7,0.1255,0.1034,45
7,2025-04-21,Neurology,CLN-03,3,115.4,105.4,81.0,0.7692,8.07,0.1327,0.0979,45
8,2025-04-28,Neurology,CLN-03,3,104.2,94.6,70.7,0.7468,6.85,0.1564,0.0784,45
9,2025-05-05,Neurology,CLN-03,3,108.6,99.2,67.8,0.6839,5.63,0.1499,0.0669,45
10,2025-05-12,Neurology,CLN-03,3,106.8,98.0,73.3,0.7479,6.45,0.1455,0.0608,45
11,2025-05-19,Neurology,CLN-03,3,95.9,86.0,79.2,0.921,11.23,0.1908,0.0627,45
12,2025-05-26,Neurology,CLN-03,3,100.7,92.3,67.3,0.7295,8.54,0.1301,0.0886,45
13,2025-06-02,Neurology,CLN-03,3,113.9,104.7,74.8,0.7149,4.88,0.137,0.0688,45
14,2025-06-09,Neurology,CLN-03,3,103.7,94.9,68.2,0.7182,8.12,0.1302,0.091,45
15,2025-06-16,Neurology,CLN-03,3,107.5,98.4,73.8,0.75,6.43,0.132,0.0909,45
16,2025-06-23,Neurology,CLN-03,3,94.9,87.5,89.0,0.965,50.45,0.1221,0.0831,45
17,2025-06-30,Neurology,CLN-03,3,100.7,91.4,68.5,0.7502,1.69,0.131,0.1216,45
18,2025-07-07,Neurology,CLN-03,3,101.4,92.5,79.9,0.8641,13.42,0.1339,0.0978,45
19,2025-07-14,Neurology,CLN-03,3,101.1,91.3,82.7,0.906,16.81,0.1607,0.0885,45
20,2025-07-21,Neurology,CLN-03,3,106.3,97.4,77.9,0.7994,7.22,0.1429,0.0681,45
21,2025-07-28,Neurology,CLN-03,3,111.8,102.0,81.1,0.7952,6.67,0.1445,0.0794,45
22,2025-08-04,Neurology,CLN-03,3,102.7,94.4,81.1,0.8587,12.76,0.1318,0.0756,45
23,2025-08-11,Neurology,CLN-03,3,106.6,97.1,83.5,0.8601,6.15,0.1442,0.0869,45
24,2025-08-18,Neurology,CLN-03,3,95.7,86.4,70.0,0.8104,11.03,0.1625,0.0863,45
25,2025-08-25,Neurology,CLN-03,3,102.4,94.3,76.8,0.8141,9.57,0.131,0.0718,45
26,2025-09-01,Neurology,CLN-03,3,95.9,86.2,80.9,0.9382,19.12,0.1574,0.1096,45
27,2025-09-08,Neurology,CLN-03,3,103.4,92.7,76.0,0.8194,7.83,0.1618,0.1106,45
28,2025-09-15,Neurology,CLN-03,3,108.3,98.9,82.6,0.8344,11.37,0.1508,0.0661,45
29,2025-09-22,Neurology,CLN-03,3,105.4,97.5,72.8,0.7464,7.99,0.1189,0.0755,45
30,2025-09-29,Neurology,CLN-03,3,91.9,84.7,73.2,0.8645,5.78,0.13,0.0736,45
31,2025-10-06,Neurology,CLN-03,3,98.9,90.7,79.8,0.8796,12.39,0.1359,0.0785,45
32,2025-10-13,Neurology,CLN-03,3,109.4,100.3,75.4,0.7522,6.5,0.1364,0.0789,45
33,2025-10-20,Neurology,CLN-03,3,99.7,89.3,73.8,0.8263,7.5,0.172,0.0972,45
34,2025-10-27,Neurology,CLN-03,3,105.0,94.2,74.4,0.7895,2.41,0.1639,0.1028,45
35,2025-11-03,Neurology,CLN-03,3,100.1,92.1,64.4,0.6998,5.22,0.1253,0.0859,45
36,2025-11-10,Neurology,CLN-03,3,97.9,89.0,81.7,0.9182,19.1,0.1198,0.1316,45
37,2025-11-17,Neurology,CLN-03,3,100.4,92.3,67.8,0.7344,6.18,0.1469,0.0525,45
38,2025-11-24,Neurology,CLN-03,3,105.6,96.1,75.6,0.7861,10.51,0.1462,0.0851,45
39,2025-12-01,Neurology,CLN-03,3,98.1,89.7,78.5,0.8751,11.4,0.1404,0.0825,45
40,2025-12-08,Neurology,CLN-03,3,103.8,93.9,62.7,0.6682,7.18,0.1646,0.0765,45
41,2025-12-15,Neurology,CLN-03,3,105.5,96.2,85.4,0.8878,12.42,0.1471,0.0791,45
42,2025-12-22,Neurology,CLN-03,3,111.8,100.6,74.5,0.7411,9.29,0.1612,0.0989,45
43,2025-12-29,Neurology,CLN-03,3,101.8,95.1,79.3,0.8333,12.63,0.0986,0.0737,45
44,2026-01-05,Neurology,CLN-03,3,98.0,89.1,76.6,0.8597,9.1,0.1418,0.0969,45
45,2026-01-12,Neurology,CLN-03,3,96.5,86.6,84.4,0.965,46.45,0.1645,0.0989,45
46,2026-01-19,Neurology,CLN-03,3,109.3,100.2,70.3,0.702,2.72,0.1405,0.0717,45
47,2026-01-26,Neurology,CLN-03,3,103.3,95.6,65.3,0.6833,4.92,0.14,0.0413,45
48,2026-02-02,Neurology,CLN-03,3,99.4,91.0,71.8,0.7897,5.72,0.1379,0.0808,45
49,2026-02-09,Neurology,CLN-03,3,104.1,95.4,76.9,0.8057,7.38,0.1283,0.0922,45
50,2026-02-16,Neurology,CLN-03,3,106.9,97.6,67.6,0.6927,8.23,0.1268,0.1067,45
51,2026-02-23,Neurology,CLN-03,3,102.0,91.7,74.0,0.8068,4.6,0.1604,0.103,45
52,2026-03-02,Neurology,CLN-03,3,105.3,96.3,76.7,0.7968,7.06,0.149,0.0667,45
53,2026-03-09,Neurology,CLN-03,3,98.3,90.0,75.7,0.841,6.25,0.1535,0.0555,45
54,2026-03-16,Neurology,CLN-03,3,110.1,99.7,74.7,0.749,2.59,0.1698,0.0663,45
55,2026-03-23,Neurology,CLN-03,3,100.7,91.8,79.8,0.8698,11.44,0.1352,0.098,45
56,2026-03-30,Neurology,CLN-03,3,108.1,96.3,75.0,0.7786,10.28,0.2011,0.0685,45
57,2026-04-06,Neurology,CLN-03,3,95.6,86.4,91.7,0.965,53.62,0.1512,0.1009,45
58,2026-04-13,Neurology,CLN-03,3,97.0,88.6,74.3,0.8382,6.21,0.1337,0.0949,45
59,2026-04-20,Neurology,CLN-03,3,108.2,96.6,87.8,0.9088,18.15,0.1761,0.0985,45
60,2026-04-27,Neurology,CLN-03,3,109.3,100.6,78.3,0.778,6.81,0.1213,0.0867,45
61,2026-05-04,Neurology,CLN-03,3,99.4,88.2,77.8,0.8829,14.15,0.2008,0.08,45
62,2026-05-11,Neurology,CLN-03,3,95.3,84.6,82.8,0.965,41.4,0.1974,0.0838,45
63,2026-05-18,Neurology,CLN-03,3,102.1,93.6,85.5,0.9136,17.43,0.1249,0.095,45
64,2026-05-25,Neurology,CLN-03,3,105.4,96.0,79.1,0.824,8.46,0.1484,0.08,45
65,2026-06-01,Neurology,CLN-03,3,108.8,98.1,79.4,0.8093,10.72,0.1518,0.1078,45
66,2026-06-08,Neurology,CLN-03,3,97.6,91.3,84.7,0.9283,23.41,0.1142,0.0468,45
67,2026-06-15,Neurology,CLN-03,3,105.2,95.2,66.9,0.7023,5.45,0.1588,0.0855,45
68,2026-06-22,Neurology,CLN-03,3,106.3,97.2,76.4,0.7857,6.96,0.1457,0.0732,45
69,2026-06-29,Neurology,CLN-03,3,95.8,85.2,82.7,0.965,40.58,0.1861,0.0949,45
70,2026-07-06,Neurology,CLN-03,3,107.1,96.7,69.3,0.7168,6.7,0.1664,0.0819,45
71,2026-07-13,Neurology,CLN-03,3,106.8,96.3,77.2,0.802,9.5,0.1626,0.0906,45
72,2026-07-20,Neurology,CLN-03,3,94.1,84.9,95.6,0.965,35.71,0.1589,0.0945,45
73,2026-07-27,Neurology,CLN-03,3,104.4,95.6,79.0,0.8256,8.8,0.1289,0.0934,45
74,2026-08-03,Neurology,CLN-03,3,105.0,94.1,103.9,0.965,33.16,0.1644,0.1077,45
75,2026-08-10,Neurology,CLN-03,3,111.6,104.7,82.9,0.7912,8.12,0.0895,0.0747,45
76,2026-08-17,Neurology,CLN-03,3,106.7,95.5,87.0,0.911,19.99,0.1698,0.1029,45
77,2026-08-24,Neurology,CLN-03,3,89.6,81.1,76.9,0.9486,25.47,0.1544,0.0917,45
0,2025-03-03,Neurology,CLN-04,2,62.1,56.2,52.4,0.9322,16.51,0.1657,0.0746,45
1,2025-03-10,Neurology,CLN-04,2,61.6,55.1,40.5,0.7344,4.08,0.1811,0.0874,45
2,2025-03-17,Neurology,CLN-04,2,66.0,59.8,42.6,0.7131,1.0,0.1541,0.0857,45
3,2025-03-24,Neurology,CLN-04,2,67.9,62.1,47.3,0.7608,7.13,0.1468,0.0661,45
4,2025-03-31,Neurology,CLN-04,2,72.0,66.2,42.1,0.6366,1.79,0.1298,0.0796,45
5,2025-04-07,Neurology,CLN-04,2,66.0,59.2,46.4,0.7835,4.09,0.1698,0.0908,45
6,2025-04-14,Neurology,CLN-04,2,63.8,58.0,48.1,0.829,3.04,0.1498,0.0862,45
7,2025-04-21,Neurology,CLN-04,2,63.5,58.0,46.9,0.8078,5.01,0.1312,0.0939,45
8,2025-04-28,Neurology,CLN-04,2,69.4,63.0,50.0,0.7945,1.09,0.1409,0.103,45
9,2025-05-05,Neurology,CLN-04,2,64.6,58.0,47.9,0.8255,3.31,0.1708,0.0877,45
10,2025-05-12,Neurology,CLN-04,2,69.7,63.5,48.0,0.7551,1.0,0.1496,0.0781,45
11,2025-05-19,Neurology,CLN-04,2,69.5,62.7,52.5,0.8368,6.34,0.1602,0.0881,45
12,2025-05-26,Neurology,CLN-04,2,67.5,62.3,50.2,0.8053,1.01,0.1258,0.0744,45
13,2025-06-02,Neurology,CLN-04,2,61.0,55.2,49.3,0.8925,5.37,0.1577,0.0849,45
14,2025-06-09,Neurology,CLN-04,2,66.5,60.9,49.7,0.8166,4.88,0.1341,0.0897,45
15,2025-06-16,Neurology,CLN-04,2,58.4,53.4,63.3,0.965,22.33,0.1344,0.0891,45
16,2025-06-23,Neurology,CLN-04,2,69.9,63.5,56.0,0.8824,5.23,0.1508,0.085,45
17,2025-06-30,Neurology,CLN-04,2,67.0,61.8,47.2,0.7633,1.58,0.1211,0.0827,45
18,2025-07-07,Neurology,CLN-04,2,65.0,59.1,52.5,0.8885,5.91,0.1551,0.0724,45
19,2025-07-14,Neurology,CLN-04,2,69.5,63.3,48.4,0.7644,1.55,0.1418,0.0906,45
20,2025-07-21,Neurology,CLN-04,2,71.0,64.8,56.8,0.8761,5.09,0.1443,0.0785,45
21,2025-07-28,Neurology,CLN-04,2,70.2,63.5,49.5,0.7795,2.54,0.1636,0.0769,45
22,2025-08-04,Neurology,CLN-04,2,67.7,62.2,50.2,0.8064,3.22,0.135,0.0694,45
23,2025-08-11,Neurology,CLN-04,2,68.6,62.8,50.2,0.7997,3.85,0.1301,0.0902,45
24,2025-08-18,Neurology,CLN-04,2,72.9,66.5,44.7,0.6721,1.0,0.1456,0.0787,45
25,2025-08-25,Neurology,CLN-04,2,65.1,58.5,46.3,0.7921,1.0,0.1783,0.0751,45
26,2025-09-01,Neurology,CLN-04,2,70.5,64.6,41.3,0.6399,1.14,0.1267,0.0972,45
27,2025-09-08,Neurology,CLN-04,2,67.3,60.9,53.1,0.8724,4.08,0.1605,0.0801,45
28,2025-09-15,Neurology,CLN-04,2,70.6,62.8,54.3,0.8642,7.44,0.1722,0.1156,45
29,2025-09-22,Neurology,CLN-04,2,65.6,59.5,48.1,0.8087,4.39,0.1605,0.0732,45
30,2025-09-29,Neurology,CLN-04,2,69.8,61.7,47.9,0.7759,1.0,0.1933,0.1009,45
31,2025-10-06,Neurology,CLN-04,2,62.4,56.2,45.2,0.8032,1.03,0.1569,0.1031,45
32,2025-10-13,Neurology,CLN-04,2,71.3,65.2,51.2,0.7855,2.52,0.1259,0.1011,45
33,2025-10-20,Neurology,CLN-04,2,68.2,63.4,44.3,0.6976,1.0,0.112,0.0696,45
34,2025-10-27,Neurology,CLN-04,2,68.4,62.1,50.9,0.8191,6.73,0.151,0.0833,45
35,2025-11-03,Neurology,CLN-04,2,68.2,62.4,46.1,0.7381,2.27,0.1303,0.0946,45
36,2025-11-10,Neurology,CLN-04,2,69.8,63.7,44.8,0.7029,1.0,0.1316,0.0992,45
37,2025-11-17,Neurology,CLN-04,2,69.7,63.9,43.9,0.6873,1.0,0.1279,0.0917,45
38,2025-11-24,Neurology,CLN-04,2,67.6,61.5,51.2,0.8323,1.94,0.1394,0.0951,45
39,2025-12-01,Neurology,CLN-04,2,66.5,60.7,43.6,0.7187,1.0,0.1415,0.0837,45
40,2025-12-08,Neurology,CLN-04,2,68.8,62.6,46.6,0.744,1.25,0.1429,0.0926,45
41,2025-12-15,Neurology,CLN-04,2,73.6,66.7,46.1,0.6912,1.0,0.1632,0.076,45
42,2025-12-22,Neurology,CLN-04,2,66.0,60.5,47.9,0.7908,1.0,0.1284,0.0879,45
43,2025-12-29,Neurology,CLN-04,2,71.6,64.7,49.7,0.7674,2.69,0.1464,0.1094,45
44,2026-01-05,Neurology,CLN-04,2,66.3,60.2,49.7,0.8245,5.38,0.1487,0.0863,45
45,2026-01-12,Neurology,CLN-04,2,68.9,61.8,38.4,0.6217,2.07,0.1707,0.0975,45
46,2026-01-19,Neurology,CLN-04,2,70.2,65.0,47.1,0.7254,1.0,0.1254,0.0659,45
47,2026-01-26,Neurology,CLN-04,2,66.9,60.5,44.5,0.7361,1.52,0.1527,0.0948,45
48,2026-02-02,Neurology,CLN-04,2,63.4,57.2,47.6,0.8324,3.89,0.1618,0.0912,45
49,2026-02-09,Neurology,CLN-04,2,66.7,60.7,46.5,0.7663,2.22,0.1492,0.0782,45
50,2026-02-16,Neurology,CLN-04,2,70.3,64.1,42.9,0.6697,1.0,0.1331,0.0981,45
51,2026-02-23,Neurology,CLN-04,2,65.0,58.7,36.5,0.6225,1.0,0.1701,0.0717,45
52,2026-03-02,Neurology,CLN-04,2,70.8,63.6,52.3,0.8231,1.0,0.1557,0.1161,45
53,2026-03-09,Neurology,CLN-04,2,70.4,64.2,43.9,0.6839,1.0,0.1472,0.0791,45
54,2026-03-16,Neurology,CLN-04,2,65.4,59.4,53.3,0.8974,8.34,0.1586,0.0728,45
55,2026-03-23,Neurology,CLN-04,2,67.0,60.3,41.1,0.6822,2.97,0.163,0.0947,45
56,2026-03-30,Neurology,CLN-04,2,71.7,64.8,41.7,0.6432,1.0,0.164,0.08,45
57,2026-04-06,Neurology,CLN-04,2,65.7,59.2,52.9,0.8949,5.21,0.1444,0.124,45
58,2026-04-13,Neurology,CLN-04,2,63.2,57.2,56.8,0.965,35.33,0.1565,0.0884,45
59,2026-04-20,Neurology,CLN-04,2,68.1,62.4,45.3,0.726,2.68,0.1291,0.0961,45
60,2026-04-27,Neurology,CLN-04,2,61.6,56.6,48.7,0.8609,2.47,0.1378,0.0689,45
61,2026-05-04,Neurology,CLN-04,2,66.7,61.4,56.5,0.9194,12.91,0.1257,0.0822,45
62,2026-05-11,Neurology,CLN-04,2,66.1,60.3,59.4,0.965,23.61,0.1482,0.0761,45
63,2026-05-18,Neurology,CLN-04,2,66.2,60.8,47.1,0.7759,1.17,0.1302,0.0846,45
64,2026-05-25,Neurology,CLN-04,2,64.7,58.6,52.2,0.8916,3.98,0.163,0.079,45
65,2026-06-01,Neurology,CLN-04,2,64.6,59.1,57.2,0.965,32.82,0.1424,0.075,45
66,2026-06-08,Neurology,CLN-04,2,69.8,64.3,57.3,0.8916,7.6,0.1324,0.0716,45
67,2026-06-15,Neurology,CLN-04,2,71.5,65.5,54.9,0.8391,5.09,0.1348,0.0841,45
